customer_id,invoice_id,invoice_date,invoice_amount
CUST_1,INV_CUST_1_0,2023-05-03,1638.6666666666667
CUST_1,INV_CUST_1_1,2023-06-02,1638.6666666666667
CUST_1,INV_CUST_1_2,2023-07-02,1638.6666666666667
CUST_1,INV_CUST_1_3,2023-08-01,1638.6666666666667
CUST_1,INV_CUST_1_4,2023-08-31,1638.6666666666667
CUST_1,INV_CUST_1_5,2023-09-30,1638.6666666666667
CUST_1,INV_CUST_1_6,2023-10-30,1638.6666666666667
CUST_1,INV_CUST_1_7,2023-11-29,1638.6666666666667
CUST_1,INV_CUST_1_8,2023-12-29,1638.6666666666667
CUST_1,INV_CUST_1_9,2024-01-28,1638.6666666666667
CUST_1,INV_CUST_1_10,2024-02-27,1638.6666666666667
CUST_1,INV_CUST_1_11,2024-03-28,1638.6666666666667
CUST_2,INV_CUST_2_0,2023-06-29,1307.6666666666667
CUST_2,INV_CUST_2_1,2023-07-29,1307.6666666666667
CUST_2,INV_CUST_2_2,2023-08-28,1307.6666666666667
CUST_2,INV_CUST_2_3,2023-09-27,1307.6666666666667
CUST_2,INV_CUST_2_4,2023-10-27,1307.6666666666667
CUST_2,INV_CUST_2_5,2023-11-26,1307.6666666666667
CUST_2,INV_CUST_2_6,2023-12-26,1307.6666666666667
CUST_2,INV_CUST_2_7,2024-01-25,1307.6666666666667
CUST_2,INV_CUST_2_8,2024-02-24,1307.6666666666667
CUST_2,INV_CUST_2_8,2024-02-24,1307.6666666666667
CUST_2,INV_CUST_2_9,2024-03-25,1307.6666666666667
CUST_2,INV_CUST_2_10,2024-04-24,1307.6666666666667
CUST_2,INV_CUST_2_10,2024-04-24,1307.6666666666667
CUST_2,INV_CUST_2_11,2024-05-24,1307.6666666666667
CUST_3,INV_CUST_3_0,2023-09-25,422.5833333333333
CUST_3,INV_CUST_3_1,2023-10-25,422.5833333333333
CUST_3,INV_CUST_3_2,2023-11-24,422.5833333333333
CUST_3,INV_CUST_3_3,2023-12-24,422.5833333333333
CUST_3,INV_CUST_3_4,2024-01-23,422.5833333333333
CUST_3,INV_CUST_3_5,2024-02-22,422.5833333333333
CUST_3,INV_CUST_3_6,2024-03-23,422.5833333333333
CUST_3,INV_CUST_3_7,2024-04-22,422.5833333333333
CUST_3,INV_CUST_3_8,2024-05-22,422.5833333333333
CUST_3,INV_CUST_3_9,2024-06-21,422.5833333333333
CUST_3,INV_CUST_3_10,2024-07-21,422.5833333333333
CUST_3,INV_CUST_3_11,2024-08-20,422.5833333333333
CUST_3,INV_CUST_3_12,2024-09-19,422.5833333333333
CUST_3,INV_CUST_3_13,2024-10-19,422.5833333333333
CUST_3,INV_CUST_3_14,2024-11-18,422.5833333333333
CUST_3,INV_CUST_3_15,2024-12-18,422.5833333333333
CUST_3,INV_CUST_3_16,2025-01-17,422.5833333333333
CUST_3,INV_CUST_3_17,2025-02-16,422.5833333333333
CUST_3,INV_CUST_3_18,2025-03-18,422.5833333333333
CUST_3,INV_CUST_3_18,2025-03-18,422.5833333333333
CUST_3,INV_CUST_3_19,2025-04-17,422.5833333333333
CUST_3,INV_CUST_3_20,2025-05-17,422.5833333333333
CUST_3,INV_CUST_3_21,2025-06-16,422.5833333333333
CUST_3,INV_CUST_3_22,2025-07-16,422.5833333333333
CUST_3,INV_CUST_3_23,2025-08-15,422.5833333333333
CUST_4,INV_CUST_4_0,2023-05-17,3328.5
CUST_4,INV_CUST_4_1,2023-06-16,3328.5
CUST_4,INV_CUST_4_2,2023-07-16,3328.5
CUST_4,INV_CUST_4_3,2023-08-15,3328.5
CUST_4,INV_CUST_4_4,2023-09-14,3328.5
CUST_4,INV_CUST_4_5,2023-10-14,3328.5
CUST_5,INV_CUST_5_0,2023-07-06,154.33333333333334
CUST_5,INV_CUST_5_1,2023-08-05,154.33333333333334
CUST_5,INV_CUST_5_2,2023-09-04,154.33333333333334
CUST_5,INV_CUST_5_3,2023-10-04,154.33333333333334
CUST_5,INV_CUST_5_4,2023-11-03,154.33333333333334
CUST_5,INV_CUST_5_5,2023-12-03,154.33333333333334
CUST_5,INV_CUST_5_6,2024-01-02,154.33333333333334
CUST_5,INV_CUST_5_7,2024-02-01,154.33333333333334
CUST_5,INV_CUST_5_8,2024-03-02,154.33333333333334
CUST_5,INV_CUST_5_8,2024-03-02,154.33333333333334
CUST_5,INV_CUST_5_9,2024-04-01,154.33333333333334
CUST_5,INV_CUST_5_10,2024-05-01,154.33333333333334
CUST_5,INV_CUST_5_11,2024-05-31,154.33333333333334
CUST_5,INV_CUST_5_12,2024-06-30,154.33333333333334
CUST_5,INV_CUST_5_13,2024-07-30,154.33333333333334
CUST_5,INV_CUST_5_14,2024-08-29,154.33333333333334
CUST_5,INV_CUST_5_15,2024-09-28,154.33333333333334
CUST_5,INV_CUST_5_16,2024-10-28,154.33333333333334
CUST_5,INV_CUST_5_17,2024-11-27,154.33333333333334
CUST_5,INV_CUST_5_18,2024-12-27,154.33333333333334
CUST_5,INV_CUST_5_19,2025-01-26,154.33333333333334
CUST_5,INV_CUST_5_20,2025-02-25,154.33333333333334
CUST_5,INV_CUST_5_21,2025-03-27,154.33333333333334
CUST_5,INV_CUST_5_22,2025-04-26,154.33333333333334
CUST_5,INV_CUST_5_23,2025-05-26,154.33333333333334
CUST_6,INV_CUST_6_0,2023-04-01,2339.5
CUST_6,INV_CUST_6_1,2023-05-01,2339.5
CUST_6,INV_CUST_6_2,2023-05-31,2339.5
CUST_6,INV_CUST_6_3,2023-06-30,2339.5
CUST_6,INV_CUST_6_4,2023-07-30,2339.5
CUST_6,INV_CUST_6_5,2023-08-29,2339.5
CUST_7,INV_CUST_7_0,2023-08-06,1793.5
CUST_7,INV_CUST_7_1,2023-09-05,1793.5
CUST_7,INV_CUST_7_2,2023-10-05,1793.5
CUST_7,INV_CUST_7_3,2023-11-04,1793.5
CUST_7,INV_CUST_7_4,2023-12-04,1793.5
CUST_7,INV_CUST_7_5,2024-01-03,1793.5
CUST_8,INV_CUST_8_0,2023-07-03,1095.0
CUST_8,INV_CUST_8_0,2023-07-03,1095.0
CUST_8,INV_CUST_8_1,2023-08-02,1095.0
CUST_8,INV_CUST_8_2,2023-09-01,1095.0
CUST_8,INV_CUST_8_3,2023-10-01,1095.0
CUST_8,INV_CUST_8_4,2023-10-31,1095.0
CUST_8,INV_CUST_8_5,2023-11-30,1095.0
CUST_9,INV_CUST_9_0,2023-10-10,1249.4166666666667
CUST_9,INV_CUST_9_1,2023-11-09,1249.4166666666667
CUST_9,INV_CUST_9_2,2023-12-09,1249.4166666666667
CUST_9,INV_CUST_9_3,2024-01-08,1249.4166666666667
CUST_9,INV_CUST_9_4,2024-02-07,1249.4166666666667
CUST_9,INV_CUST_9_5,2024-03-08,1249.4166666666667
CUST_9,INV_CUST_9_6,2024-04-07,1249.4166666666667
CUST_9,INV_CUST_9_7,2024-05-07,1249.4166666666667
CUST_9,INV_CUST_9_8,2024-06-06,1249.4166666666667
CUST_9,INV_CUST_9_9,2024-07-06,1249.4166666666667
CUST_9,INV_CUST_9_10,2024-08-05,1249.4166666666667
CUST_9,INV_CUST_9_11,2024-09-04,1249.4166666666667
CUST_10,INV_CUST_10_0,2023-07-05,90.58333333333333
CUST_10,INV_CUST_10_0,2023-07-05,90.58333333333333
CUST_10,INV_CUST_10_1,2023-08-04,90.58333333333333
CUST_10,INV_CUST_10_2,2023-09-03,90.58333333333333
CUST_10,INV_CUST_10_3,2023-10-03,90.58333333333333
CUST_10,INV_CUST_10_4,2023-11-02,90.58333333333333
CUST_10,INV_CUST_10_5,2023-12-02,90.58333333333333
CUST_10,INV_CUST_10_5,2023-12-02,90.58333333333333
CUST_10,INV_CUST_10_6,2024-01-01,90.58333333333333
CUST_10,INV_CUST_10_7,2024-01-31,90.58333333333333
CUST_10,INV_CUST_10_7,2024-01-31,90.58333333333333
CUST_10,INV_CUST_10_8,2024-03-01,90.58333333333333
CUST_10,INV_CUST_10_9,2024-03-31,90.58333333333333
CUST_10,INV_CUST_10_10,2024-04-30,90.58333333333333
CUST_10,INV_CUST_10_11,2024-05-30,90.58333333333333
CUST_10,INV_CUST_10_12,2024-06-29,90.58333333333333
CUST_10,INV_CUST_10_13,2024-07-29,90.58333333333333
CUST_10,INV_CUST_10_14,2024-08-28,90.58333333333333
CUST_10,INV_CUST_10_15,2024-09-27,90.58333333333333
CUST_10,INV_CUST_10_16,2024-10-27,90.58333333333333
CUST_10,INV_CUST_10_17,2024-11-26,90.58333333333333
CUST_10,INV_CUST_10_18,2024-12-26,90.58333333333333
CUST_10,INV_CUST_10_19,2025-01-25,90.58333333333333
CUST_10,INV_CUST_10_20,2025-02-24,90.58333333333333
CUST_10,INV_CUST_10_21,2025-03-26,90.58333333333333
CUST_10,INV_CUST_10_22,2025-04-25,90.58333333333333
CUST_10,INV_CUST_10_23,2025-05-25,90.58333333333333
CUST_11,INV_CUST_11_0,2023-06-15,2656.1666666666665
CUST_11,INV_CUST_11_1,2023-07-15,2656.1666666666665
CUST_11,INV_CUST_11_2,2023-08-14,2656.1666666666665
CUST_11,INV_CUST_11_3,2023-09-13,2656.1666666666665
CUST_11,INV_CUST_11_4,2023-10-13,2656.1666666666665
CUST_11,INV_CUST_11_4,2023-10-13,2656.1666666666665
CUST_11,INV_CUST_11_5,2023-11-12,2656.1666666666665
CUST_12,INV_CUST_12_0,2023-11-12,531.125
CUST_12,INV_CUST_12_1,2023-12-12,531.125
CUST_12,INV_CUST_12_2,2024-01-11,531.125
CUST_12,INV_CUST_12_3,2024-02-10,531.125
CUST_12,INV_CUST_12_4,2024-03-11,531.125
CUST_12,INV_CUST_12_5,2024-04-10,531.125
CUST_12,INV_CUST_12_6,2024-05-10,531.125
CUST_12,INV_CUST_12_7,2024-06-09,531.125
CUST_12,INV_CUST_12_8,2024-07-09,531.125
CUST_12,INV_CUST_12_8,2024-07-09,531.125
CUST_12,INV_CUST_12_9,2024-08-08,531.125
CUST_12,INV_CUST_12_10,2024-09-07,531.125
CUST_12,INV_CUST_12_11,2024-10-07,531.125
